Iteration,AvgQValue,AvgTarget,AvgLoss,Test Reward
0,-0.12404837222764,-0.49148228402622,2.27524163836814,-1909.13689231872
10,58.9255870753084,58.3422109356524,28.6637167508884,-608.910741977393
20,48.9344149078334,49.157805782094,31.6758721282366,-130.081408414756
30,56.7752526021612,56.3804953088131,39.662604511861,-125.705896811559
40,53.1663674169585,52.7159685218992,75.5441479538465,-124.679166190384
50,45.8829774930287,45.9814514968485,3.32613422139167,-200.645182010019
60,54.7597184426489,54.668653798844,5.94521891898199,-99.8980448984075
70,36.7927239776831,36.6136721977293,51.2926613571823,-134.769799643894
80,46.5993139807676,46.3447098526204,14.8760990649236,-106.801859655417
90,45.6534015089118,46.1209154723098,14.6592516421123,-178.287068302743
100,44.1065860557799,44.701902820636,21.5649985270934,-200.756059760926
110,48.4526342652675,48.2522424306219,18.4156084920553,-125.251897210255
120,36.6032653070375,37.4746221556283,30.1599379932988,-172.725808619521
130,53.8279378963007,54.0427349761945,4.93632227868362,-201.368048073025
140,45.0353045704878,45.2243792776803,11.7661565109451,-137.922741508926
150,31.7723560778471,31.6591854677962,30.6461921974714,-89.5423140525818
160,49.2465365001397,50.0670675104121,6.9397258117974,-200.779296597465
170,56.832913555118,56.0466037518798,7.31298974310634,-182.939975736662
180,63.8447559828415,63.155646529946,12.3123085990588,-312.74050755985
190,53.2749025384334,52.9256836850987,63.8324564181318,-127.772762568201
200,61.4832641722271,61.4115168118387,95.9313054171128,-110.529419445665
210,70.3633499097368,70.5149458117085,18.0128338520263,-384.537351595237
220,75.4339131850711,75.5046967344025,12.4738580083442,-541.81134454254
230,87.5907379103509,87.4699618228965,8.00187852397218,-269.612604092806
240,73.1350916065828,73.7640565784669,19.8174757880881,-253.349717554636
250,81.1239525113923,81.2131592947045,9.89444422618209,-71.7193683018558
260,81.1260400241137,81.1052770112764,10.6849963648543,-340.355763234198
270,70.1100943703768,70.5994263321117,8.38797468035181,-407.147428371943
280,89.2917089241249,89.6728153347016,13.8453745643036,-35.2792839072644
290,95.2250034879162,93.7883350118939,64.160258491198,-72.4046727903187
300,108.384485726945,106.703755646808,17.8879682420507,-448.768427852541
310,107.962077772985,108.813924030551,20.5020255538896,-522.568936989642
320,115.510419867916,116.661442223736,37.4442860460841,-100.35349723522
330,133.881281666564,134.635082654323,46.650329067258,-212.170467382005
340,122.562561436068,124.747090990953,241.945190923764,-230.159239111468
350,150.133479028867,150.313590310054,21.1019581418898,-292.38907126151
360,216.457136929671,216.784583961402,322.639146597657,-237.10219084192
370,162.682439679131,161.969231037591,59.0124876949516,-172.568359784781
380,169.497913635615,170.11440035139,25.5588675984068,-280.199916077777
390,173.661333141062,174.237952104971,56.1957205866933,-241.424581342143
400,212.655875040302,212.612923403198,83.0908778228812,-170.147520139813
410,230.927656782758,230.638169816841,400.92323206183,-256.955828827311
420,292.023665635198,291.25332694357,167.617642291032,-235.054576385766
430,281.371920435893,279.41753642175,370.359542375262,-257.300535328686
440,377.248087431533,377.555231737728,173.714366253355,-398.464740213938
450,536.390043906373,536.237530911855,480.675040110595,-195.73533568019
460,582.536798258557,582.133589595315,96.3347917498039,-260.010783862322
470,575.181257231645,576.381311581255,183.656549683714,-117.090120412176
480,732.379975405832,729.567640927555,2155.4477707852,-161.218296222388
490,946.066191859301,942.452619166002,2469.93679340781,-86.7819436025747
500,965.100391708014,969.613275570812,384.573879334066,-52.5054173011449
510,840.877168123457,844.775699423403,1784.80817589344,-119.85126538726
520,802.736633927723,800.702971518024,305.032986330463,-59.0233821678848
530,637.137868687843,632.252150526359,4412.98774353597,12.9291054373607
540,502.020754087379,500.622660389271,188.155089830636,-69.4016430648043
550,397.641259347372,400.030247783132,427.442622685426,-607.454435585066
560,393.550285123286,397.260182613148,248.512394297207,-2158.87012827396
570,363.263772767424,359.908669437011,253.592761649519,-100.530941324308
580,289.667503804693,288.762909166134,234.864536792823,-25.3602023527491
590,263.732597704386,267.517440069953,266.381243618371,-1268.48190806596
600,254.814422541317,258.526681132597,186.039939879811,-1790.60641033272
610,249.89492069365,250.921290409993,327.980820110502,-81.8317848397418
620,234.750633720966,233.5316298995,160.072190497859,-20.324535802938
630,210.513752669705,211.881727030837,72.3377860115293,-660.405682086944
640,187.973111456516,187.628124700307,52.0145563748545,-109.485198491252
650,176.979952107119,175.754705511037,24.4632253692067,123.14881212823
660,148.358889550384,148.3285590185,66.7209609584667,43.941762715578
670,157.442754102104,157.028427628938,103.449349569088,-213.709574260748
680,205.017060540942,203.623447042327,71.4646787837609,-472.557079821825
690,212.805065737116,212.067323025276,121.513109418811,-316.94360342808
700,225.625707413768,225.198737638395,115.272235052713,-178.506389040034
710,216.058352397395,218.326434512352,241.593578808199,231.87431186228
720,171.753462505788,172.644919499246,49.5847691203607,-566.542114539072
730,141.958066627495,141.653633907692,55.659905910275,-209.301992137916
740,124.684380617767,125.28940398,8.78786853526679,57.4034238811582
750,93.9901299741577,93.1467770328273,11.2897047235925,-2501.28558629751
760,136.259915313119,135.186701145567,16.3128489439043,214.205138915781
770,110.520730039361,111.51379239254,40.3447618259801,-127.993357803672
