Episode,TrainStep,AvgReward,ActorGradNorm,Entropy,ActorLoss,CriticGradNorm,CriticLoss
0,0,11.0,0.4713756914122,0.69268833380123,0.7030179568298,4.51138667792429,0.99227648459693
500,100,9.0,0.82700975116134,0.51780244575942,0.29804592967298,7.48855016722362,11.0401129391699
1000,200,9.0,1.94456219592269,0.67613511436548,-0.17374148300206,12.2933543761442,14.4036474350498
1500,300,105.0,0.38845485373554,0.35792224950574,-0.14080584219648,10.9078062516974,11.5102790468166
2000,400,46.0,0.13762904025555,0.22226077481353,0.04487774899404,7.73075199732071,2.44024545089997
2500,500,200.0,0.49126054997801,0.19937154461563,-0.22912428504274,16.6668595803125,3.89231986108662
3000,600,28.0,0.19191792532885,0.17477313746254,0.0656998676141,6.36012769786742,0.9910188316247
3500,700,52.0,0.66073811108287,0.15621971102117,0.00468233791135,7.16790389762859,0.6284994312954
4000,800,38.0,0.16352038195804,0.14376948882686,0.0110596236692,5.20041257938626,0.39846830826664
4500,900,31.0,0.10840152930683,0.07696692102745,0.00734411443313,2.29656187545382,0.59945095329562
5000,1000,131.0,0.11477007334602,0.09575144806259,-0.00116984274626,10.4713929188677,2.90345446569777
5500,1100,44.0,0.16445525131562,0.09404638468393,-0.05062389400584,8.71870558038188,1.94463559893432
6000,1200,51.0,0.0645175100891,0.09847342573661,-0.00196481707176,4.02315959789397,0.56824742858002
6500,1300,88.0,0.18396103884531,0.06962175625885,0.0033861082859,9.58342322273865,0.39730328003038
7000,1400,110.0,0.26480197059616,0.08836011277607,0.00172851316043,6.25174811147892,0.15849302315726
7500,1500,66.0,0.54826737622009,0.09766890797153,-0.03941402970838,3.67994687415531,1.07403371235023
8000,1600,62.0,0.31744107999159,0.07437740548763,-0.00697253151833,6.80251771547023,1.07357369332976
8500,1700,73.0,0.97825117725579,0.0919115628056,-0.01945363235233,13.2295650282261,5.7249554995057
9000,1800,55.0,0.14428411154936,0.10430501810919,-0.04518599140901,22.4475963906214,3.69858349553685
9500,1900,200.0,0.30937686108843,0.08612363261855,0.04230456725714,12.3609263390125,1.32010864992366
10000,2000,200.0,1.00187511119483,0.16359775698644,-0.01439375453428,12.9061307500589,23.7463207522912
10500,2100,200.0,1.09228473163577,0.20466047531721,0.00313734829758,6.3465003165763,18.4832144225084
11000,2200,200.0,1.46796059959024,0.23821341406185,0.02153481924926,10.3177784457307,11.5384314123051
11500,2300,200.0,1.50493235976189,0.22765973906483,-0.00325197125152,12.0437293008163,8.42252754521317
12000,2400,200.0,0.11929176532769,0.26767007064551,0.03476957448168,9.9067792516716,2.36457875815901
12500,2500,200.0,5.10160223382267,0.39829638472564,-0.41635916726969,27.2862682494219,34.2573661437022
13000,2600,200.0,1.65421271780628,0.26149900802794,0.00521827648053,14.3797617648119,20.0280316563947
13500,2700,200.0,1.04172308730769,0.26573023995416,-0.04495590950256,13.7843842685086,28.4366488051185
14000,2800,200.0,1.1803832683468,0.16367159208407,-0.02749235260466,3.43260545039939,2.67246944693791
14500,2900,200.0,1.95498319712513,0.15936906996917,-0.02417009230317,2.53526701465233,3.11912113362306
15000,3000,200.0,0.24865893890661,0.16445537801419,-0.00538828675824,6.11796916230211,2.59723141230034
15500,3100,200.0,0.53437421839853,0.2111395926153,-0.02776751525793,8.70100237356335,13.9282722021344
16000,3200,200.0,0.21637799430453,0.1864978686961,-0.0144711783883,4.58676722191845,9.95856502440661
16500,3300,200.0,0.27767210709735,0.25352030554796,0.00764855266891,12.842789792093,9.20265680266629
17000,3400,200.0,1.87220758228019,0.23846720312231,-0.03018098666695,5.5335564410413,10.1950116165449
17500,3500,200.0,0.72431354458111,0.24623122085674,-0.03430818923681,21.3283606626319,19.1208423747118
18000,3600,200.0,0.71911843046157,0.20341789811009,0.01292985562669,16.4297572938248,8.90473535611525
18500,3700,200.0,2.05969802085366,0.19040996760387,-0.03128365813801,17.2311133057855,15.4076288353392
19000,3800,200.0,2.24492630905497,0.22257759974668,-0.18742169750946,21.2700719499427,21.7700841829944
19500,3900,200.0,0.27141164386841,0.21720111972309,-0.01281991141527,11.3671693246297,23.8359935019758
20000,4000,200.0,0.51548088200101,0.20539046244238,-0.00979545161671,10.5544875905708,22.7309241567778
20500,4100,200.0,0.11779186936113,0.21874624832337,-0.01911340548079,11.2935490138109,21.6236319673162
21000,4200,200.0,4.05741539943963,0.2059807260317,-0.02711896019754,11.9121487776735,22.7133619944258
21500,4300,200.0,0.57425908154665,0.21149561460732,0.01997803046474,8.20864017307494,22.6126436403018
22000,4400,200.0,2.70334766602113,0.21411786915363,0.0099419956618,3.00426478970415,21.3418574332065
22500,4500,200.0,0.432624748267,0.21280949983459,-0.01048020802259,16.6656330148712,20.7927150062247
23000,4600,200.0,0.51614800990997,0.20149733999946,-0.00126104928976,6.2304010667921,23.3649295369864
23500,4700,200.0,0.45385830231229,0.2068591551966,0.01653905818024,8.73710743205017,21.2214700718071
24000,4800,200.0,1.6038840168527,0.19646276222593,-0.05704247039759,6.21941708056784,5.8040459027531
24500,4900,200.0,1.09816498095643,0.19076711817212,-0.01521475140747,13.80644889675,16.2740641156522
24995,4999,200.0,1.78366736916574,0.20137781157677,-0.15929463180364,20.0313223940822,27.6828469786348
