Iteration,AvgQValue,AvgTarget,AvgLoss,Test Reward
10600,61726.0536698795,61845.8745683346,48695517.2152387,0.0
10700,43799.0028344125,44040.5773602131,39124576.0481983,2.4
10800,54224.7854827146,54191.4373961764,79009133.6103167,0.0
10900,75224.8159564177,76040.5190892531,69977420.4251188,0.0
11000,116952.092949079,117434.838205197,130346931.092245,0.0
11100,122659.842517056,123410.922916372,79629781.3100297,0.0
11200,179023.983547758,179199.120062969,173125217.872359,0.0
11300,163493.900971214,165632.829496698,151582155.278955,0.0
11400,171516.765872649,170712.072738975,182991244.858614,0.0
11500,175227.575102352,175857.597479471,208668277.169535,0.0
11600,164516.299314926,164738.80491651,320823351.349839,0.0
11700,183041.663518319,184675.484167957,169452922.526943,0.0
11800,149245.291010511,148221.001414822,135746024.49465,0.0
11900,98656.486139642,98752.6289234757,161215785.85075,0.0
12000,70099.1053280595,69096.7085126686,122359758.540103,0.0
12100,72824.833503095,71774.6843330794,110744479.334622,0.0
12200,58595.4036915333,57784.1985511937,204975028.051178,0.0
12300,74002.1747046703,73346.6325492818,315187792.823604,0.0
12400,48188.1028342588,47503.8814021021,288464598.4554,0.0
12500,29839.1460992483,29910.8875111827,53954478.1480986,0.0
12600,27282.3276408317,26883.8910435195,112555269.7641,0.0
12700,20177.5326766059,19821.1365097793,15257353.6275803,0.0
12800,10319.8604344659,10002.5233669301,4762379.50110832,0.0
12900,13614.5758349147,13869.2696417581,7756123.61525388,0.0
13000,11324.357453199,11332.7880921073,19533325.2522691,0.0
13100,10040.2899984775,9800.04541375984,4189283.83647079,0.0
13200,11471.3335748449,11354.1244573371,6197407.59005734,0.0
13300,12788.8080951754,12919.0726790558,5900273.66591057,0.0
13400,17006.2512246551,17368.8349142928,8387324.7599368,0.0
13500,20254.9699037187,21048.9484106464,17116941.1543928,0.0
13600,24705.4258465594,24598.6048771113,10965867.7251963,0.0
13700,15819.8422574929,15795.2189091736,4822845.14883881,0.0
13800,13370.2077864024,13648.5014650101,5291456.12169851,0.0
13900,9830.47622956408,9853.23244160122,1467765.81239233,0.0
14000,6888.09343115661,6656.49609743386,1283133.5595517,0.0
14100,5238.63424065402,5185.57980146495,535436.987729516,0.0
14200,4127.68074204455,3990.94018778015,582785.776861186,0.0
14300,3027.88961318422,2840.28922980508,498598.12082586,3.2
14400,2454.20646465443,2446.48957199372,236564.976302945,19.8
14500,1679.22759177402,1704.66678531682,289488.136393302,12.2
14600,1790.30001798405,1606.85012195972,303134.573665802,46.0
14700,1585.47097602897,1657.16534851079,295504.35319815,43.2
14800,1515.92264946311,1537.97406668362,153022.59813329,17.2
14900,1517.53885579067,1527.70506086711,97191.1420740947,13.2
15000,1193.72319840776,1156.12372803156,92970.967389605,23.6
15100,1101.6750220231,1049.15865382229,121541.770190612,75.8
15200,1163.58747116186,1146.32046909896,81346.7541870815,27.2
15300,1313.96440652056,1262.19741828921,88941.059194866,37.6
15400,742.420176753501,753.382566546595,79052.0305235498,29.8
15500,1373.87324100123,1239.63461048028,90095.3818223358,49.6
15600,688.590711012847,767.26287132396,81221.8190782499,35.6
15700,805.481092780929,832.766348729869,47339.8131443756,45.4
15800,804.882750947165,783.825542815549,46444.3782471106,40.8
15900,714.943675684287,673.667327785452,38117.758625618,50.4
16000,840.545843689424,823.615779335761,20102.2255384205,24.8
16100,684.63296789625,626.706030764029,21521.94029217,51.6
16200,407.416718001172,434.667037435927,12783.7581657131,62.0
16300,560.422085285267,500.052758553447,21001.1874748643,33.4
16400,392.382147572057,400.421510321083,11920.684442211,31.8
16500,557.040455235744,571.149605589211,19278.3023650022,43.0
16600,415.175479430174,329.069987326451,26375.4651138682,29.2
16700,443.809721730931,513.073789361829,16422.6712332388,33.8
16800,505.60360357046,495.610898881476,10677.294964442,37.8
16900,570.539414862152,595.538465546108,8121.00869545155,27.0
17000,399.581023365284,396.490013072137,5563.23996242112,50.4
17100,503.301956852556,514.662962434422,13407.959885939,35.6
17200,463.338236566506,484.349015336713,10921.7563353713,62.8
17300,479.504829528458,423.4529906619,10697.6549638409,31.8
17400,443.517408369823,439.214888984751,7008.93634219672,46.6
17500,580.412727508075,493.990287421347,15213.6663580192,78.8
17600,454.493343054437,408.396682287382,8354.5711390912,47.4
17700,556.98880261513,568.707765783307,5693.94023509545,36.2
17800,410.251632406554,377.684050866607,8574.63673941772,39.6
17900,380.580331527417,348.653846276149,5111.75017521429,44.2
18000,297.051077615235,329.656105621309,6286.02500977181,32.2
18100,477.404204315914,499.971302570245,5139.98490990698,23.4
18200,564.542703850043,569.082634963227,7577.48613466495,50.8
18300,423.043542087778,472.451010483506,10226.3527497126,47.2
18400,319.760863482805,345.677556082038,3644.75390300665,35.2
18500,517.722363154007,491.466182116978,6464.81565106012,49.6
18600,552.996679558747,518.515029916591,6300.0869029513,24.2
18700,474.935814116638,514.26715744961,6428.52833422325,62.2
18800,452.394611462311,429.729292242991,5939.52565601016,61.0
18900,553.656385790753,533.285049456883,12444.2957302715,19.0
19000,320.992241141903,344.060257570698,5970.41767263563,27.2
19100,330.35844885677,346.727769993548,3779.34081647498,59.6
19200,299.673015725978,283.915007969076,2602.71490195771,43.8
19300,388.101691076212,416.325507501503,9546.83462632271,23.2
19400,308.230223860939,324.006765405078,3546.62220774386,72.8
19500,530.778145732096,534.415500202871,7597.38407962232,18.4
19600,453.06118748097,465.995224276767,6009.56983775322,61.0
19700,713.942347662431,734.398068754365,21871.0890733155,36.0
19800,428.628683150606,444.918169444333,8086.94642244359,14.8
19900,374.472150961971,344.094034725392,8700.91206954096,25.8
20000,553.959453135962,535.359491561952,7728.98564318962,48.8
